"Year","Team","Runs","OppRuns","AtBat","Hits","Doubles","Triples","HomeRuns","RBI","SacHits","SacFlies","HitByPitch","Walks","Intentional","StrikeOuts","Stolen","Caught","GroundDP","CatchInter","LOB","NumPitchers","IndivER","TeamER","Wild","Balks","PutOut","Assists","Errors","PassBalls","DBPLays","TriPlays","OppAtBat","OppHits","OppDoubles","OppTriples","OppHomeRuns","OppRBI","OppSacHits","OppSacFlies","OppHitByPitch","OppWalks","OppIntentional","OppStrikeOuts","OppStolen","OppCaught","OppGroundDP","OppCatchInter","OppLOB","OppNumPitchers","OppIndivER","OppTeamER","OppWild","OppBalks","OppPutOut","OppAssists","OppErrors","OppPassBalls","OppDBPLays","OppTriPlays","Attendance","Wins","Losses"
"1938","CIN",723,634,5391,1495,251,57,110,680,89,0,32,366,54,518,19,19,114,0,1098,281,551,551,27,2,4085,1762,170,13,136,0,5240,1330,264,65,75,596,92,0,13,463,29,543,36,38,115,2,1091,314,609,609,28,2,4057,1769,179,7,142,0,736180,83,68
"1938","CLE",847,782,5356,1508,300,89,113,799,78,0,16,550,28,606,87,38,94,1,1128,298,689,665,29,2,4059,1578,152,11,143,0,5274,1416,238,53,100,726,65,0,30,681,16,719,82,48,94,0,1209,282,756,717,37,6,4026,1582,163,16,134,0,871783,87,66
"1938","DET",862,795,5271,1434,220,52,137,803,74,0,22,694,7,582,78,44,69,0,1184,289,719,629,21,3,4045,1489,149,15,174,0,5339,1532,247,57,110,762,93,0,14,609,-6,436,50,42,87,0,1215,289,738,622,28,1,4015,1358,203,15,150,0,891850,85,70
"1938","NY1",705,637,5255,1424,211,36,125,672,88,0,33,465,25,530,32,36,106,1,1116,294,543,503,10,0,4043,1739,168,11,147,0,5253,1370,197,52,87,598,70,0,21,389,51,497,37,28,125,0,1053,275,617,572,22,4,4021,1520,141,8,125,0,876232,85,67
"1938","NYA",966,710,5410,1481,282,64,174,915,61,0,39,749,43,617,92,28,98,1,1216,248,605,605,28,4,4146,1857,168,11,179,0,5361,1437,234,54,85,663,74,0,8,566,22,568,55,37,146,0,1153,309,844,844,29,8,4078,1497,199,15,138,1,1096011,102,55
"1938","PHA",726,956,5229,1410,243,62,98,687,78,0,22,605,1,594,65,54,91,0,1162,297,811,693,28,4,3972,1493,206,16,119,0,5387,1574,250,70,142,906,81,0,18,599,-15,473,86,40,54,0,1157,277,637,537,19,3,4046,1505,149,13,168,1,516418,54,100
"1938","PHI",550,840,5192,1319,233,29,40,504,86,0,12,423,6,507,39,43,122,0,1088,291,726,639,29,4,3985,1486,197,14,135,0,5324,1516,241,54,76,779,83,0,26,582,34,496,76,50,106,3,1193,266,471,416,19,2,4075,1607,169,15,146,0,197778,45,106
"1938","PIT",707,630,5421,1511,267,66,65,659,81,0,19,486,38,410,47,36,126,4,1201,296,531,500,17,3,4139,1822,162,9,169,0,5302,1406,242,61,71,593,95,0,27,434,23,557,44,44,151,0,1089,310,615,588,22,0,4103,1731,162,7,150,0,708653,87,65
"1938","SLA",755,962,5334,1498,273,36,92,714,106,0,20,592,3,527,51,42,123,0,1201,290,869,762,27,3,4034,1333,142,10,164,1,5378,1584,330,72,132,922,82,0,26,738,31,630,90,49,88,1,1229,286,648,572,30,4,4096,1552,173,6,205,0,180279,56,100
"1938","SLN",725,722,5528,1542,288,74,91,682,83,0,16,412,29,492,56,39,119,0,1147,335,593,553,23,1,4155,1538,200,15,147,0,5445,1482,239,59,77,668,85,0,22,474,21,533,48,42,121,0,1149,303,614,571,27,4,4167,1590,180,12,142,0,NA,72,84
"1938","WS1",814,873,5474,1602,278,72,85,767,93,0,18,573,-3,379,66,38,87,0,1261,308,751,631,48,3,4081,1457,180,13,180,0,5338,1473,275,77,92,808,95,0,29,656,-4,515,66,39,78,1,1165,282,696,595,17,0,4083,1559,185,15,163,0,684800,75,77
"1939","BOS",890,795,5308,1543,287,57,124,834,140,0,15,591,11,505,43,46,145,0,1146,338,685,602,24,2,4052,1537,180,6,147,0,5348,1533,276,60,77,744,130,0,19,543,12,536,86,46,123,0,1193,311,757,655,40,2,4018,1525,185,14,175,0,585800,89,63
"1939","BRO",708,645,5348,1420,265,57,78,653,109,0,26,564,34,639,61,42,132,2,1131,295,568,537,21,3,4231,1556,176,9,158,1,5431,1431,256,55,93,599,140,0,30,399,30,526,42,35,119,0,1124,303,626,587,32,7,4210,1589,170,9,171,0,1042021,88,69
"1939","BSN",572,659,5286,1395,199,39,56,534,122,0,21,366,25,494,43,38,120,2,1108,296,559,499,22,5,4074,1670,182,10,184,0,5170,1400,228,56,63,612,158,0,19,516,36,432,33,35,153,0,1130,287,497,442,23,2,4117,1644,182,12,147,0,NA,63,89
"1939","CHA",755,737,5279,1450,220,56,64,685,154,0,21,579,13,503,113,62,109,1,1173,280,658,608,23,3,4131,1363,166,12,140,0,5355,1470,232,76,99,691,143,0,16,454,18,535,73,43,107,0,1100,292,632,585,28,4,4106,1559,207,12,146,0,NA,86,69
"1939","CHN",724,678,5294,1407,262,63,91,671,140,0,34,523,47,553,61,47,125,1,1114,292,586,571,22,3,4175,1435,186,13,134,0,5455,1501,285,56,74,634,127,0,19,430,58,581,35,48,114,1,1179,320,629,589,32,2,4154,1415,179,14,156,1,NA,84,72
"1939","CIN",767,595,5378,1493,269,60,98,716,193,0,35,500,56,539,46,27,111,0,1197,299,510,510,26,6,4211,1824,162,19,169,0,5262,1340,267,40,81,545,142,0,28,499,32,637,42,52,137,0,1125,339,664,664,25,1,4142,1743,157,24,135,0,981698,98,58
"1939","CLE",797,700,5316,1490,291,79,85,729,120,0,14,555,36,574,72,53,110,2,1146,296,614,599,31,6,4094,1564,181,5,148,1,5226,1395,251,49,75,660,138,0,16,602,38,614,68,43,112,0,1188,299,681,666,41,3,4064,1626,181,10,148,0,723489,87,67
"1939","DET",849,762,5326,1489,277,67,124,809,146,0,16,623,-4,596,89,41,129,0,1170,305,649,560,32,2,4102,1346,198,15,147,0,5337,1430,263,61,104,705,114,0,18,574,13,632,65,54,114,0,1179,299,742,632,27,2,4092,1389,170,13,155,0,927496,81,74
"1939","NY1",703,685,5128,1395,211,38,116,655,108,0,32,498,24,499,26,35,149,0,1102,314,597,572,30,1,3964,1528,153,10,155,0,5138,1417,187,45,86,632,120,0,25,481,37,506,57,34,130,1,1116,305,621,569,39,2,3961,1400,161,10,177,0,772243,77,74
"1939","NYA",967,556,5299,1521,259,55,166,903,93,0,36,701,43,544,73,38,103,0,1214,245,494,494,21,1,4046,1614,126,8,159,1,5014,1209,203,37,85,519,100,0,11,567,26,570,49,33,134,1,1091,316,828,828,38,5,3948,1538,206,15,131,0,938006,107,45
"1939","PHA",711,1022,5309,1438,282,55,98,669,138,0,15,503,19,532,60,34,117,0,1158,308,862,859,35,4,4028,1638,210,13,130,0,5497,1686,296,67,148,946,153,0,19,580,4,398,105,47,90,0,1199,282,646,642,30,2,4096,1596,168,12,139,0,550448,56,97
"1939","PHI",553,856,5133,1341,232,40,49,509,145,0,9,421,8,490,49,59,130,0,1078,286,756,673,42,1,3984,1422,171,9,139,0,5199,1505,287,70,106,794,180,0,43,579,20,447,81,39,109,2,1163,273,463,425,16,4,4077,1607,163,5,165,0,372686,45,107
"1939","PIT",666,721,5269,1453,261,60,63,616,156,0,21,477,44,420,44,37,129,0,1177,310,632,598,18,1,4049,1664,167,8,153,0,5338,1535,288,52,70,675,152,0,21,421,22,463,45,28,129,1,1163,303,569,535,18,4,4080,1648,172,6,152,1,426120,68,85
"1939","SLA",733,1035,5421,1453,242,50,91,695,133,0,20,559,13,607,49,38,122,0,1188,337,918,805,32,3,4114,1575,201,17,144,0,5567,1724,343,67,133,972,140,0,29,739,16,516,100,57,118,2,1328,292,655,578,22,2,4212,1430,162,9,152,0,141443,44,112
"1939","SLN",779,633,5447,1601,333,62,98,732,167,0,27,475,51,566,45,25,114,0,1240,365,552,509,28,4,4150,1446,176,16,149,1,5290,1376,234,45,76,595,121,0,20,499,54,608,40,39,119,0,1147,327,691,658,24,2,4097,1499,189,14,138,0,434908,93,62
"1939","WS1",702,797,5333,1483,250,79,44,646,135,0,11,548,-1,459,94,49,99,0,1230,275,682,601,44,4,4064,1427,206,27,167,0,5247,1420,244,81,75,733,141,0,20,600,3,519,47,38,136,0,1147,293,621,542,16,5,4095,1401,189,18,136,2,455050,65,88
"1940","BOS",872,825,5481,1566,301,80,145,808,91,0,12,590,23,599,59,49,129,0,1168,332,749,666,36,1,4139,1596,173,12,159,0,5524,1568,276,64,124,771,71,0,23,626,20,613,64,31,125,0,1280,320,764,701,37,1,4134,1601,163,15,157,1,721200,82,72
"1940","BRO",697,621,5470,1422,256,70,93,656,77,0,20,522,47,579,60,63,109,1,1128,325,559,556,16,1,4295,1608,183,8,120,0,5504,1367,288,62,101,582,79,0,32,393,49,641,52,47,78,0,1092,311,614,602,27,5,4265,1767,171,10,143,0,994444,88,68
"1940","BSN",623,745,5328,1366,220,50,59,559,62,0,17,402,22,581,48,39,105,0,1078,300,648,571,25,5,4075,1579,183,7,175,1,5264,1445,252,49,83,694,75,0,37,573,20,434,60,65,144,1,1130,288,534,481,20,2,4108,1561,191,8,137,0,NA,65,87
"1940","CHA",735,672,5386,1500,238,63,73,673,110,0,10,496,17,570,52,63,125,2,1124,246,570,540,31,2,4160,1373,185,15,125,0,5350,1335,249,60,111,618,73,0,14,480,31,574,55,32,103,0,1085,295,619,567,27,3,4145,1618,204,8,172,1,731977,83,72
"1940","CHN",681,636,5389,1441,272,48,86,632,70,0,29,483,35,568,63,60,107,1,1111,305,549,495,11,2,4176,1681,198,11,148,0,5404,1416,232,50,74,589,104,0,17,436,51,566,60,39,112,0,1149,310,602,546,26,2,4180,1574,162,13,146,1,NA,75,79
"1940","CIN",707,528,5372,1427,264,38,89,649,125,0,36,453,53,503,72,41,109,0,1125,261,479,479,11,3,4223,1808,116,11,161,0,5250,1263,213,36,73,498,76,0,18,447,43,562,53,47,131,1,1041,305,603,603,27,5,4154,1800,172,8,140,0,856586,101,54
"1940","CLE",710,637,5361,1422,287,61,101,661,61,0,16,519,50,600,53,39,115,2,1170,306,555,555,28,2,4125,1625,149,5,165,0,5223,1328,263,51,86,600,67,0,25,512,52,689,47,50,133,1,1066,280,610,609,34,3,4079,1726,185,13,146,0,1061310,89,66
"1940","DET",888,717,5419,1549,313,65,134,828,77,0,24,664,5,556,67,42,118,0,1217,326,618,511,25,5,4126,1463,194,9,117,1,5358,1425,256,44,102,672,74,0,17,569,2,751,54,60,94,1,1176,310,774,603,40,1,4079,1450,190,16,149,0,1163422,91,64
"1940","NY1",663,659,5324,1423,200,46,91,616,86,0,37,453,31,478,45,45,130,0,1146,318,572,537,28,2,4081,1616,138,10,133,0,5276,1383,174,49,110,617,70,0,18,475,36,607,45,42,99,0,1099,318,582,517,21,3,4091,1560,167,7,162,0,814235,72,80
"1940","NYA",817,671,5286,1371,243,66,155,757,76,0,36,648,41,607,60,39,126,0,1143,280,593,584,22,3,4119,1687,151,7,158,0,5315,1389,226,53,119,625,68,0,16,511,30,560,43,45,121,1,1121,304,718,716,47,6,4086,1563,174,19,150,0,1109200,88,67
"1940","PHA",703,932,5304,1391,242,53,105,650,69,0,19,556,5,656,48,34,128,0,1125,271,779,701,41,5,4035,1513,238,15,130,0,5456,1544,302,73,135,844,84,0,15,534,-4,491,92,41,99,0,1122,283,621,552,26,3,4120,1517,146,4,160,0,NA,54,100
"1940","PHI",494,750,5137,1225,180,35,75,461,87,0,14,435,8,528,25,37,114,0,1032,286,663,539,37,5,4074,1608,183,12,140,0,5285,1429,278,72,92,692,95,0,26,476,0,489,71,57,110,2,1060,280,435,368,26,0,4147,1583,137,8,151,0,288177,50,103
"1940","PIT",809,783,5466,1511,276,68,76,740,63,0,33,553,37,494,73,61,117,0,1139,371,675,643,30,4,4165,1751,215,4,162,0,5543,1569,245,61,72,719,75,0,32,492,30,491,80,44,124,1,1195,357,697,643,25,6,4167,1721,186,14,160,0,562131,79,77
"1940","SLA",757,882,5416,1423,278,58,118,713,63,0,16,555,14,641,51,41,100,0,1154,336,782,711,42,3,4120,1507,156,18,179,0,5482,1592,315,73,113,835,76,0,20,646,32,439,63,33,146,0,1222,292,666,608,35,1,4139,1337,163,17,122,0,274319,68,88
"1940","SLN",747,699,5499,1514,266,61,119,707,88,0,21,479,35,610,99,32,106,3,1182,324,593,559,36,5,4184,1470,173,10,135,0,5459,1457,252,37,83,629,84,0,27,488,39,551,64,37,99,0,1175,321,671,619,22,4,4161,1555,203,5,135,0,NA,87,69
"1940","WS1",665,811,5365,1453,266,67,52,602,61,0,18,468,5,506,94,44,109,0,1155,276,697,584,47,4,4050,1504,190,23,166,1,5310,1494,281,95,93,727,95,0,21,618,-3,618,66,59,129,1,1184,289,571,496,26,7,4092,1456,211,12,143,0,484400,64,90
"1941","BOS",865,750,5359,1517,304,55,124,805,115,0,20,683,34,567,67,50,128,0,1226,292,633,564,33,7,4116,1476,171,9,139,0,5382,1453,258,59,88,693,89,0,23,611,19,573,54,35,110,1,1240,292,758,671,38,2,4086,1460,174,15,157,0,NA,84,71
"1941","BRO",800,581,5485,1494,286,69,101,748,106,0,27,600,47,535,42,48,101,0,1224,314,491,491,24,5,4263,1771,163,6,126,0,5315,1235,253,41,81,534,81,0,17,495,41,608,33,46,98,0,1064,338,685,685,28,2,4194,1771,177,8,136,0,1236926,101,56
"1941","BSN",592,720,5414,1356,232,38,48,550,70,0,13,471,13,610,61,34,121,1,1164,332,611,501,29,2,4160,1626,190,8,177,0,5362,1440,272,46,75,653,108,0,32,554,7,446,55,36,146,0,1176,297,498,393,29,1,4213,1512,200,8,156,0,326164,64,92
"1941","CHA",638,649,5404,1376,245,47,47,568,74,0,24,510,31,477,92,54,130,0,1127,219,554,486,31,0,4248,1545,180,19,146,0,5410,1362,236,65,89,597,95,0,26,521,17,566,54,50,107,0,1155,277,540,459,28,5,4247,1678,176,7,170,0,681152,77,79
"1941","CHN",666,670,5230,1323,239,25,99,611,99,0,15,557,4,670,39,41,102,0,1132,300,563,470,22,2,4092,1471,180,9,140,0,5348,1431,254,37,60,628,99,0,21,447,21,548,61,27,114,1,1154,326,560,462,31,3,4103,1453,184,7,145,0,607031,71,84
"1941","CIN",616,564,5218,1288,214,33,64,566,102,0,22,477,43,428,69,40,120,0,1082,266,487,487,21,0,4160,1775,152,21,152,0,5247,1299,218,33,61,520,107,0,17,510,26,627,66,38,124,1,1158,302,521,521,32,2,4121,1772,170,15,150,0,654405,88,66
"1941","CLE",677,668,5283,1350,249,84,103,616,101,0,18,512,42,606,64,54,93,2,1101,288,597,582,29,3,4131,1669,141,5,158,0,5264,1366,276,59,71,621,70,0,21,660,96,618,52,37,135,0,1216,270,577,562,25,0,4138,1626,181,18,132,0,889532,76,79
"1941","DET",686,743,5368,1413,247,55,81,635,82,0,23,604,7,581,44,29,117,0,1240,312,641,538,29,4,4145,1433,186,10,129,0,5382,1399,239,60,80,690,83,0,13,643,11,699,70,52,102,0,1233,278,590,478,44,4,4151,1387,154,20,147,1,711870,76,79
"1941","NY1",667,706,5395,1401,249,34,95,626,96,0,23,504,24,518,37,35,117,0,1177,331,616,579,31,2,4176,1585,162,8,151,0,5400,1452,180,43,90,656,100,0,16,539,43,568,47,47,109,0,1173,327,572,509,26,0,4174,1624,177,8,137,0,NA,76,80
"1941","NYA",830,631,5445,1464,243,60,151,774,49,0,28,616,61,568,51,37,103,1,1186,275,550,550,29,1,4189,1714,165,6,196,0,5283,1309,203,47,81,577,75,0,10,600,33,590,44,38,151,0,1148,284,712,712,39,1,4123,1633,180,15,142,0,1109081,102,54
"1941","PHA",713,840,5336,1431,240,69,85,662,76,0,8,574,-3,591,27,37,141,0,1144,279,737,647,49,3,4096,1564,199,20,150,0,5429,1517,292,76,136,782,76,0,17,557,-6,388,77,39,107,0,1143,275,643,541,33,4,4137,1513,143,14,175,0,NA,64,90
"1941","PHI",501,793,5233,1277,188,38,64,468,90,0,22,451,-14,597,66,48,142,0,1071,356,686,521,38,1,4117,1511,188,11,152,0,5378,1499,286,61,79,741,109,0,26,606,0,552,67,50,112,0,1209,279,448,341,20,1,4224,1602,138,8,178,0,NA,43,112
"1941","PIT",690,643,5297,1417,233,65,56,633,95,0,15,545,30,517,59,43,117,1,1149,306,529,476,30,1,4119,1583,197,3,136,0,5360,1393,203,65,66,582,82,0,14,492,18,410,50,39,106,0,1186,328,586,499,22,5,4114,1590,174,6,159,0,NA,82,74
"1941","SLA",765,823,5408,1440,281,58,91,729,89,0,13,775,17,554,50,40,120,0,1334,315,729,605,26,1,4167,1461,152,15,157,0,5516,1563,285,61,120,772,70,0,20,549,28,454,64,40,109,2,1167,304,683,598,34,2,4186,1447,166,15,159,0,NA,71,86
"1941","SLN",734,589,5457,1482,254,56,70,665,126,0,28,540,54,543,48,36,103,1,1224,326,502,472,26,3,4250,1585,172,6,154,0,5319,1289,229,32,85,553,98,0,22,502,45,659,42,42,114,1,1103,334,615,587,33,2,4194,1583,184,12,127,0,640872,97,58
"1941","WS1",728,798,5521,1502,257,80,52,669,62,0,14,470,17,490,79,40,119,0,1147,296,675,588,44,0,4168,1660,183,24,169,1,5458,1524,277,81,69,726,90,0,18,603,8,546,59,50,130,0,1203,296,613,539,29,1,4192,1778,203,4,162,0,513450,72,84
"1942","BOS",761,594,5248,1451,244,55,103,701,123,0,22,591,22,508,71,62,95,0,1196,260,520,467,23,3,4077,1493,157,11,157,0,5114,1260,224,38,65,557,86,0,16,553,10,501,62,50,119,0,1098,282,648,542,29,1,4027,1462,175,16,134,0,NA,93,59
"1942","BRO",742,512,5286,1398,263,34,62,679,119,0,14,573,51,489,81,43,93,1,1143,320,441,441,14,1,4194,1680,138,5,152,0,5195,1205,217,40,73,478,86,0,33,495,61,620,36,36,115,1,1104,342,630,630,26,3,4108,1756,168,14,133,0,1133606,105,50
"1942","BSN",515,645,5077,1216,210,19,68,479,90,0,20,475,13,509,49,32,115,0,1091,312,557,483,26,4,4001,1532,141,14,140,1,5103,1327,193,45,82,603,102,0,30,518,18,413,66,27,104,0,1107,291,463,395,20,1,4056,1547,155,8,148,0,351577,58,92
"1942","CHA",538,609,4949,1215,214,36,25,486,90,0,16,497,18,429,114,72,102,0,1041,223,520,458,32,3,3943,1432,173,11,144,0,5058,1304,223,51,74,554,85,0,26,472,15,432,59,32,105,0,1089,241,454,371,16,4,3973,1448,171,9,151,0,482865,66,82
"1942","CHN",591,665,5351,1360,225,41,75,539,105,0,19,511,21,609,64,39,115,1,1164,305,572,517,28,4,4203,1510,168,10,139,1,5437,1451,229,42,70,613,104,0,18,531,38,507,47,43,109,0,1222,317,508,474,25,3,4232,1471,169,8,157,0,695335,68,87
"1942","CIN",527,545,5263,1216,198,39,66,490,93,0,23,483,50,550,43,43,98,1,1106,269,440,440,15,2,4234,1791,176,13,160,0,5262,1211,219,37,47,496,95,0,21,530,60,616,57,46,124,0,1129,300,433,433,24,1,4230,1618,159,8,128,1,471059,78,76
"1942","CLE",590,659,5317,1344,223,58,50,540,90,0,24,500,43,544,70,79,110,0,1116,318,567,530,15,1,4208,1735,162,9,176,0,5336,1353,253,59,61,612,88,0,21,560,35,449,63,42,133,0,1138,248,506,484,30,6,4225,1704,166,14,150,0,538242,75,81
"1942","DET",589,587,5329,1313,218,37,76,544,73,0,19,508,3,477,40,45,141,1,1134,282,490,421,31,3,4198,1475,192,11,142,0,5329,1322,203,33,60,539,89,0,22,599,20,673,72,58,99,0,1254,274,497,438,25,1,4207,1528,177,10,177,0,638557,75,81
"1942","NY1",675,600,5209,1323,162,35,109,633,80,0,34,559,41,510,40,40,136,0,1136,307,506,498,27,1,4112,1547,136,5,133,1,5204,1299,196,36,94,556,105,0,13,493,25,500,44,40,98,2,1105,317,565,550,33,3,4071,1485,180,12,171,0,863786,87,67
"1942","NYA",801,507,5305,1429,224,57,108,748,84,0,29,591,50,557,69,33,102,0,1157,243,445,434,17,3,4125,1710,141,4,190,0,5151,1259,187,32,71,475,61,0,17,431,29,560,37,52,151,0,1028,289,692,676,30,3,4051,1626,169,22,135,0,1094044,103,51
"1942","PHA",549,801,5285,1315,213,46,33,516,74,0,23,440,3,491,45,48,130,0,1085,268,676,596,37,3,4124,1510,186,23,126,0,5332,1404,209,69,89,733,97,0,21,639,-5,546,98,63,99,0,1164,272,467,409,27,4,4188,1664,156,11,176,0,546142,55,99
"1942","PHI",394,706,5060,1174,168,37,44,356,99,0,16,392,15,494,37,47,108,0,1053,335,616,524,31,6,4020,1576,195,9,152,0,5114,1328,222,54,61,633,114,0,26,602,12,471,79,51,115,0,1130,245,340,290,21,4,4120,1483,131,9,144,1,NA,42,109
"1942","PIT",585,631,5108,1250,173,49,54,544,87,0,26,537,20,538,41,46,107,4,1098,307,541,498,23,3,4052,1479,184,8,132,0,5234,1378,253,43,62,580,119,0,13,437,19,429,62,31,88,0,1120,311,513,433,19,3,4079,1586,145,6,145,1,512584,68,83
"1942","SLA",730,637,5229,1354,239,62,98,669,96,0,13,609,-13,607,37,39,117,0,1159,291,540,414,29,4,4089,1446,167,22,145,0,5285,1387,240,41,63,591,88,0,25,505,15,488,86,45,108,1,1178,280,631,500,20,2,4058,1376,190,9,148,0,285899,82,69
"1942","SLN",755,480,5421,1454,283,68,60,681,130,0,22,551,50,508,70,28,91,0,1219,305,396,353,31,1,4230,1373,168,12,140,0,5226,1192,153,25,49,442,78,0,20,475,28,651,34,44,110,4,1093,337,617,549,27,4,4150,1542,199,11,122,0,NA,107,49
"1942","WS1",653,817,5295,1364,224,49,40,593,54,0,19,581,-14,537,98,33,106,0,1221,276,682,527,22,3,4040,1444,221,19,133,0,5352,1496,260,77,50,736,90,0,17,558,-7,501,67,69,89,0,1160,275,545,427,29,2,4075,1437,195,19,142,0,NA,62,89
"1943","BOS",563,607,5392,1314,223,42,57,509,113,0,19,486,-11,591,86,64,104,1,1148,295,544,404,34,7,4279,1598,152,11,180,0,5336,1369,205,44,61,562,120,0,15,615,0,512,79,58,127,0,1200,282,472,359,25,6,4300,1461,173,13,130,0,396937,69,86
"1943","BRO",716,675,5308,1444,263,35,39,658,100,0,21,581,54,428,59,46,118,0,1193,335,592,592,25,4,4112,1662,165,14,137,0,5211,1326,234,61,59,620,99,0,29,638,72,589,49,42,97,0,1190,322,614,614,17,6,4101,1854,152,13,157,0,785070,81,72
"1943","BSN",465,612,5196,1213,202,36,39,431,98,0,16,469,13,606,58,39,105,0,1094,252,503,410,16,3,4192,1830,177,3,142,0,5345,1362,238,41,66,563,107,0,23,440,7,405,83,26,111,0,1111,266,403,339,16,2,4220,1593,129,3,138,0,NA,68,85
"1943","CHA",573,594,5253,1297,193,46,33,510,72,0,22,562,-23,582,172,91,109,0,1139,264,501,333,17,2,4201,1468,166,19,169,0,5308,1352,220,43,54,545,100,0,37,501,-22,471,65,46,139,0,1151,273,492,304,16,7,4197,1487,184,14,149,0,542469,83,72
"1943","CHN",632,599,5276,1380,208,56,52,580,97,0,21,578,0,524,55,35,119,1,1174,314,504,388,21,2,4156,1562,168,14,135,0,5333,1379,211,45,53,565,111,0,18,399,-18,520,37,23,107,2,1108,303,550,432,31,0,4167,1600,156,9,163,0,568201,74,80
"1943","CIN",608,543,5329,1362,229,47,43,560,120,0,17,446,55,487,51,39,106,0,1126,274,490,490,16,2,4209,1941,125,6,193,0,5190,1299,209,57,38,516,114,0,11,581,48,502,43,62,142,1,1145,317,515,515,22,5,4178,1837,196,15,132,0,422320,87,68
"1943","CLE",600,577,5271,1344,246,45,55,566,121,0,11,567,-20,521,47,60,108,1,1162,311,493,352,10,1,4219,1581,157,3,183,0,5156,1234,234,35,52,536,96,0,22,606,-23,584,57,67,141,0,1084,277,526,352,27,0,4208,1419,136,9,137,0,NA,82,71
"1943","DET",632,560,5364,1401,201,47,77,572,123,0,13,483,-4,552,40,43,160,0,1118,285,470,355,20,3,4235,1355,178,12,130,0,5241,1226,208,46,51,508,89,0,14,551,-17,704,79,82,86,1,1100,276,522,389,20,5,4233,1488,177,13,186,1,635380,78,77
"1943","NY1",558,713,5290,1309,153,33,81,521,106,0,23,482,12,470,36,37,148,0,1104,364,634,574,33,2,4180,1674,166,11,141,0,5409,1474,193,49,80,662,113,0,22,625,20,593,62,39,105,0,1276,293,468,412,27,1,4239,1750,171,5,191,0,NA,58,98
"1943","NYA",669,542,5282,1350,218,59,100,636,93,0,25,624,51,565,47,62,136,1,1156,253,460,455,20,5,4246,1628,159,11,166,0,5258,1229,183,31,60,504,91,0,13,489,36,654,48,52,143,2,1065,296,582,573,31,6,4200,1670,151,13,184,0,733485,99,56
"1943","PHA",497,717,5245,1219,174,44,26,462,94,0,29,430,-28,465,55,46,133,0,1053,262,624,464,24,4,4182,1485,163,19,147,0,5355,1421,244,58,73,673,113,0,35,536,-40,503,114,57,112,0,1140,271,421,299,14,4,4248,1698,169,11,166,0,487148,49,106
"1943","PHI",571,676,5298,1322,187,36,66,532,100,0,21,499,-3,560,31,26,144,0,1135,297,580,492,30,4,4181,1623,190,10,146,0,5355,1436,236,60,59,629,139,0,21,475,-4,441,56,44,104,0,1133,300,487,393,25,3,4212,1568,175,8,170,0,553421,65,92
"1943","PIT",669,605,5354,1401,241,75,42,623,86,0,18,573,41,567,64,47,118,2,1174,314,482,438,22,3,4199,1645,170,4,161,0,5390,1424,220,40,44,549,107,0,14,420,37,391,35,28,135,0,1127,314,574,525,24,4,4190,1616,172,11,163,0,581203,82,75
"1943","SLA",596,604,5175,1269,229,36,78,552,106,0,15,569,-29,646,37,44,108,0,1117,283,527,310,25,8,4154,1417,150,7,127,0,5316,1397,228,47,74,553,108,0,22,488,-5,573,125,53,89,0,1176,275,507,344,29,1,4152,1424,150,12,156,0,NA,73,80
"1943","SLN",679,475,5437,1515,260,72,70,638,173,0,19,429,35,438,41,28,90,0,1182,261,408,369,23,4,4275,1534,149,13,183,0,5255,1246,202,37,33,439,90,0,18,479,45,639,30,33,147,0,1092,296,582,523,24,3,4197,1653,159,11,124,0,544461,106,51
"1943","WS1",666,595,5233,1328,245,50,47,620,88,0,39,605,-20,574,142,58,99,0,1157,287,491,373,32,4,4164,1529,178,17,146,1,5245,1294,207,65,48,546,93,0,15,540,-13,495,59,53,120,0,1134,290,588,426,20,5,4142,1414,163,14,140,0,718902,84,69
"1944","BOS",739,676,5400,1456,278,56,69,693,110,0,20,522,-23,504,60,41,118,0,1130,306,588,421,27,5,4183,1716,171,12,154,0,5347,1404,211,49,66,636,86,0,23,592,-23,524,69,40,121,0,1189,298,626,446,43,2,4183,1675,196,15,157,2,NA,78,78
"1944","BRO",690,832,5393,1450,255,51,56,636,118,0,14,487,46,454,45,31,111,1,1183,342,714,703,37,2,4098,1572,197,12,117,1,5366,1467,282,61,75,776,136,0,38,664,72,489,53,35,85,0,1274,307,572,571,23,2,4140,1803,180,11,142,1,701067,63,92
"1944","BSN",593,674,5282,1299,250,39,79,560,113,0,18,456,-5,511,37,32,97,1,1088,287,567,402,17,2,4160,1857,182,6,160,0,5350,1431,262,37,80,618,115,0,18,525,10,462,76,36,122,0,1174,279,510,370,14,3,4189,1732,161,4,130,1,NA,66,89
"1944","CHA",543,662,5292,1307,210,55,23,495,67,0,21,439,-46,448,66,50,113,0,1078,266,554,336,26,4,4172,1763,183,18,156,2,5339,1411,199,50,68,606,129,0,20,419,-33,480,55,42,120,2,1075,266,464,282,15,5,4197,1700,165,11,162,0,NA,71,83
"1944","CHN",702,669,5462,1425,236,46,71,641,105,0,21,520,22,521,53,25,107,0,1191,313,556,415,28,0,4202,1758,185,10,155,1,5449,1481,220,51,75,628,104,0,9,462,0,541,49,31,116,0,1153,299,583,432,21,1,4215,1650,185,14,138,0,NA,77,80
